GENE	Gene Length	DtL_0min_set2d_RNA_Rep1	DtL_0min_set2d_RNA_Rep2	DtL_0min_set2d_RNA_Rep3	DtL_20min_set2d_RNA_Rep1	DtL_20min_set2d_RNA_Rep2	DtL_20min_set2d_RNA_Rep3	DtL_40min_set2d_RNA_Rep1	DtL_40min_set2d_RNA_Rep2	DtL_40min_set2d_RNA_Rep3	DtL_60min_set2d_RNA_Rep1	DtL_60min_set2d_RNA_Rep2
YKL101W	4557	29.6096	27.8484	30.7607	32.4063	30.8469	29.9585	32.4695	31.4128	32.897	32.5489	34.7261
YKL102C	306	1.51092	1.63326	0.801281	1.07535	2.88389	1.76558	1.2321	0.900493	1.242	0.780879	2.21431
YKL103C	1545	85.1306	66.5237	78.2601	112.468	78.2716	87.4215	117.911	99.935	110.423	101.092	97.6935
YKL104C	2154	111.951	104.279	105.401	127.312	105.911	113.914	121.465	112.975	120.633	110.913	113.771
YKL105C	3399	12.3433	11.685	13.0969	13.8219	12.8707	12.6154	13.6216	13.6338	13.9817	12.7706	13.8042
YKL106C-A	120	0	3.12248	13.787	0	14.1774	10.1263	0	0	0	4.47866	4.23332
YKL106W	1356	37.2265	46.5214	38.3761	41.5197	42.2368	38.2938	36.5097	42.1484	39.6341	36.0742	42.6899
YKL107W	930	1.53848	1.31659	1.73378	2.15951	1.46825	1.61052	2.16066	1.85931	2.28341	2.31911	2.28602
YKL108W	1362	9.91016	9.38414	10.2131	9.21202	8.53444	9.44163	10.171	10.3946	10.0808	9.64901	10.979
YKL109W	1665	12.6606	15.4298	15.9573	17.3487	17.6028	17.6345	19.6596	21.4609	23.6865	19.5502	20.6028
YKL110C	942	46.0691	44.6244	39.2199	38.8856	37.8226	37.2839	37.0197	40.6971	35.9364	39.8166	42.1898
YKL111C	336	0	0.18075	0	0	0.27356	0.29309	0.272707	0.199311	0.549797	0.259255	0
YKL112W	2196	38.5348	37.0744	36.2903	39.99	37.1833	36.7723	40.1512	41.0331	40.7442	36.5019	42.1695
YKL113C	1149	27.2274	29.7642	32.5916	29.1134	26.1608	29.1337	31.6695	31.4524	30.6747	30.4582	31.6094
YKL114C	1104	27.5372	29.7301	32.4657	29.8462	29.5425	30.2792	30.2275	32.276	32.8208	31.2433	32.7493
YKL115C	393	6.26521	6.33559	9.32475	6.18516	7.77021	9.74193	7.91079	6.38395	10.1341	10.9675	9.92238
YKL116C	1557	22.2054	22.5484	21.8767	24.3711	19.3292	20.2216	22.3716	20.6072	22.0941	19.9398	23.592
YKL117W	651	174.4	179.523	269.751	191.725	187.373	236.788	210.817	218.237	257.203	191.606	223.23
YKL118W	312	0.45874	0.247943	0	0.326494	0	0	0.374086	0.273405	0	0	0
YKL119C	648	23.7783	22.747	22.5709	26.5792	23.5679	25.5061	30.4536	25.2134	29.4392	29.6864	26.5636
YKL120W	975	158.543	171.337	150.674	155.833	152.611	144.219	141.479	160.167	147.559	135.432	157.857
YKL121W	2559	12.3467	11.3649	11.7058	14.1405	12.3361	12.7531	15.2051	14.1013	14.3228	14.2304	13.3955
YKL122C	504	97.5804	91.2325	83.6164	92.9246	88.6913	84.8204	92.1374	88.834	92.3149	109.446	93.0804
YKL123W	381	26.4572	30.387	23.1511	35.6202	31.3814	27.6317	33.2613	34.953	35.8846	31.2786	28.4343
YKL124W	1740	12.8826	14.2844	15.1856	17.3929	15.3761	14.7802	17.0154	16.5075	16.4782	15.3135	17.2637
YKL125W	1884	17.3728	20.3861	20.659	19.5476	19.0744	17.7061	19.4794	20.1882	19.5481	19.7328	21.7561
YKL126W	2043	62.7643	54.4666	61.6331	78.2225	55.6549	60.4385	74.1735	57.6622	64.7416	66.6411	63.0499
YKL127W	1713	51.4271	48.3281	50.904	61.6724	49.5646	49.4094	59.9793	53.22	55.4283	54.786	56.8831
YKL128C	888	72.7346	81.135	71.6634	76.4666	68.1413	66.2202	69.043	80.808	66.9397	56.5277	77.6603
YKL129C	3819	21.1139	21.8586	27.4312	27.4956	24.14	25.5347	28.3858	28.5003	30.5036	27.7376	28.942
YKL130C	741	25.0806	23.6905	20.5631	27.5333	25.5485	26.4393	26.1442	24.5017	28.1047	28.1562	28.781
YKL131W	522	0.533021	0.172854	0.254408	0.303489	0.261611	0.467146	0.173863	0.12707	0.438151	0.24793	0
YKL132C	1293	6.85759	7.20193	7.85009	8.33285	7.61629	6.743	7.79713	6.79515	7.33274	6.95867	6.86345
YKL133C	1392	6.7474	5.97262	7.43347	8.64405	7.81056	7.81028	9.59261	8.16418	9.75341	8.66541	7.78025
YKL134C	2319	14.5093	15.1066	14.4499	16.3203	16.3656	14.1578	17.6216	16.1887	16.5728	16.3599	16.7309
YKL135C	2181	32.3717	30.9059	31.659	35.8727	31.9886	30.5361	33.9279	31.3774	33.3833	31.4252	35.0903
YKL136W	399	5.43255	3.35568	3.3955	5.66158	3.65035	4.76115	6.96149	3.35338	5.74154	3.30904	3.83863
YKL137W	336	76.9166	72.4806	75.552	84.4946	68.1165	80.3065	82.6303	87.2983	97.8639	100.85	93.8551
YKL138C	396	81.7654	79.9328	76.0679	84.5432	75.1446	79.2946	88.6331	82.8316	89.1826	92.2418	87.9141
YKL138C-A	210	330.565	427.673	443.101	364.946	417.321	481.332	443.613	386.272	447.178	575.086	417.7
YKL139W	1587	15.3563	14.3425	15.5725	16.4095	15.1594	14.3925	17.1341	16.3858	16.1454	16.6093	16.9267
YKL140W	1647	25.0643	25.0236	24.5256	28.5657	24.607	24.9406	28.6045	26.2285	29.5188	25.1277	27.8699
YKL141W	597	102.947	107.532	99.5232	125.886	108.498	118.222	125.891	122.861	133.021	113.651	128.261
YKL142W	660	207.827	176.127	186.448	232.783	188.773	193.561	264.059	207.93	242.199	250.648	205.785
YKL143W	1392	22.4828	25.6933	28.235	23.7757	22.911	21.1993	21.3861	24.5988	24.1952	26.0554	28.6395
YKL144C	639	28.9537	33.5568	28.553	27.8299	30.2771	30.3458	26.4099	29.8424	28.0329	29.4458	29.0358
YKL145W	1404	130.9	127.05	145.962	148.238	125.423	134.266	146.463	148.852	147.929	126.169	146.307
YKL145W-A	93	463.426	410.199	480.849	391.97	362.607	423.81	345.045	384.275	375.422	281.164	462.621
YKL146W	2079	21.0718	21.7552	22.6324	26.2253	23.9887	21.1018	23.8102	26.2451	24.3022	19.3932	24.5654
YKL147C	618	0.394349	0.341024	0.501921	0.841996	0.19355	0.207367	0.514523	0.75209	0.388993	0.427999	0.809105
YKL148C	1923	23.4701	22.8899	28.4894	30.0303	30.0498	30.2143	34.1383	35.5191	40.0576	25.7154	35.8104
YKL149C	1218	9.88118	10.9086	12.8777	10.5596	11.5716	11.0553	11.3151	11.456	13.4552	12.4101	13.733
YKL150W	909	176.602	163.137	174.721	216.452	188.541	200.301	255.878	231.741	256.593	214.404	228.217
YKL151C	1014	41.3147	43.0358	50.9022	52.1483	53.9928	56.3469	71.104	73.7109	80.0876	62.7597	74.2079
YKL152C	744	3904.03	3266.51	3662.51	3965.62	3003.77	3533.5	3784.95	3302.4	3493.59	3156.58	3183.17
YKL153W	510	0.669033	0.783474	0.53221	0.634884	0.638491	0.684073	0.6365	0.797475	0.824933	0.691545	0.817077
YKL154W	735	34.7319	38.0297	37.1085	32.9449	34.3873	32.8011	36.2334	34.5831	34.1125	36.4886	38.1318
YKL155C	1887	19.6152	20.9538	21.1724	20.2073	22.9491	20.3053	21.8199	22.682	24.3466	22.7132	24.203
YKL156C-A	117	0	0	0	8.37358	0	0	4.79708	0	0	0	0
YKL156W	249	3056.86	3284.21	3134.15	2711.1	3248.72	3006.24	2876.8	2853.02	2938.86	2979.77	2937.53
YKL157W	2859	98.3255	85.4348	95.8687	111.144	88.6408	99.1808	115.261	98.7806	110.697	106.558	100.525
YKL159C	636	14.8147	12.9659	14.4769	16.5384	10.8268	15.6859	15.6989	13.401	15.1451	16.8484	14.7131
YKL160W	438	136.43	150.306	175.532	141.813	173.826	171.795	162.108	167.118	170.752	175.36	173.765
YKL161C	1302	12.299	12.3089	11.8724	15.7758	13.0676	12.1354	15.4159	14.9072	14.063	15.1482	15.493
YKL162C	1209	4.75954	4.70254	5.37781	5.80398	6.00125	5.2075	5.73532	5.87203	6.50408	6.46297	5.33143
YKL162C-A	153	9.20738	22.3941	14.6488	9.82959	22.5953	20.1736	3.75414	19.2063	18.9215	14.2758	10.1203
YKL163W	978	6.22779	10.055	8.09813	7.78517	10.7767	9.30677	10.8733	11.6348	11.6498	7.89194	12.3742
YKL164C	1026	266.384	276.07	274.417	263.699	250.72	251.976	257.299	302.769	283.813	208.223	268.836
YKL165C	2760	39.0357	31.3029	33.6341	41.4262	29.9976	31.6922	37.9945	31.5265	34.8318	34.6736	31.6701
YKL165C-A	234	12.9312	20.9675	13.2257	22.3511	21.1559	8.09506	16.5706	14.3128	22.7779	32.9385	16.2439
YKL166C	1197	20.108	19.6456	20.4648	21.0408	19.4119	19.2103	20.0023	21.6448	21.2734	21.5383	23.0579
YKL167C	414	50.7978	50.6212	51.0728	48.5816	56.8473	55.9589	56.8138	59.2886	64.9548	68.9156	60.746
YKL168C	2175	11.9827	11.4584	13.3065	14.9487	13.5843	13.5079	14.4661	14.3011	14.6072	13.3777	13.9957
YKL169C	384	1.72462	1.51472	2.05788	2.45488	1.05807	0.944672	2.28534	2.05571	3.01253	1.16986	1.26375
YKL170W	417	34.2999	33.8002	38.034	38.2206	39.9611	36.2855	36.4461	34.2772	36.4542	32.7681	34.6543
YKL171W	2787	11.0885	10.7158	11.4114	12.5519	11.3499	12.0094	11.9503	12.3493	13.3943	11.6631	13.0156
YKL172W	1284	53.7631	62.6606	67.8428	51.2924	56.9288	52.3184	52.4176	55.94	52.885	56.9818	62.6172
YKL173W	3027	17.8305	19.0252	19.5426	20.6236	18.1849	17.2061	19.8282	19.212	20.7368	18.6065	20.75
YKL174C	1857	28.3428	26.5684	25.2963	30.6961	24.384	22.9365	28.6028	27.2581	26.9581	25.7607	28.5139
YKL175W	1512	56.8233	52.7812	53.3044	67.9448	53.4942	55.5158	62.9105	61.3464	61.8439	55.6985	61.1742
YKL176C	2487	35.6309	37.8273	39.2783	41.3799	40.0393	39.2621	40.3386	39.9448	40.4811	36.1511	42.7086
YKL177W	339	0	0.873715	1.28594	1.84083	1.85129	1.41675	2.3728	1.5415	0.531527	2.25575	1.42145
YKL178C	1413	1.35014	1.66216	1.73037	1.88624	1.47257	1.84065	1.99809	1.74345	1.93193	1.97705	2.36342
YKL179C	2040	29.5092	29.2287	31.3852	32.3013	29.7882	28.7532	32.7032	30.0125	31.5234	33.6472	32.2088
YKL180W	555	2030.64	1974.85	2032.83	1960.43	1945.92	1805.94	1739.52	1820.27	1727.54	1604.09	1670.58
YKL181W	1284	102.324	107.312	103.252	108.829	99.1597	98.3527	91.2377	99.2273	100.523	83.4672	104.424
YKL182W	6156	1230.58	943.01	1045.19	1392.89	888.123	929.672	1210.58	847.202	881.841	1021.03	846.938
YKL183C-A	213	17.5251	14.8847	15.9326	14.2548	6.1439	13.165	16.3326	16.4133	18.5219	27.1722	9.17274
YKL183W	921	16.8035	16.1979	14.056	16.2438	14.6666	13.9297	13.7379	15.8222	14.4891	11.2137	15.8039
YKL184W	1401	97.3887	105.07	106.411	112.142	106.427	98.7478	101.007	110.56	107.072	88.6211	108.831
YKL185W	1767	33.1865	34.8479	31.0969	32.4478	34.8944	32.1095	33.2847	35.4214	34.9075	30.9888	34.6437
YKL186C	555	65.7194	65.1808	67.4106	64.373	66.4406	60.6813	63.9843	70.6274	65.0457	59.2796	67.9496
YKL187C	2253	3.47086	3.21816	3.33866	3.89662	3.52822	3.19463	4.21593	3.86889	3.83199	3.19736	3.87353
YKL188C	2562	4.70579	5.35206	5.47499	5.66856	5.74323	5.16078	6.01261	6.08915	6.18504	6.00864	5.97452
YKL189W	1200	14.9646	15.4155	15.5801	17.8599	16.7222	16.8432	18.1923	16.1778	18.6907	19.5724	17.4014
YKL190W	528	52.1558	55.928	64.2257	53.3789	59.8152	59.6058	59.2884	66.6449	71.169	67.6041	65.9645
YKL191W	1605	54.8148	55.9705	50.6559	56.9457	50.826	47.0246	44.6819	53.4935	46.8758	39.0503	53.2985
YKL192C	378	317.651	324.716	346.549	305.879	335.691	365.39	365.184	352.549	372.569	350.318	366.009
YKL193C	1017	36.0376	31.8486	34.9377	39.9428	33.1371	35.8348	47.0012	36.926	42.7376	45.5933	40.1245
YKL194C	1389	13.6069	14.1568	15.7184	17.8605	16.2678	15.5722	18.9234	16.6908	18.6768	17.416	15.9943
YKL195W	1212	58.0548	50.5541	62.746	67.6456	56.0679	61.8186	68.8805	59.438	72.7877	64.1472	63.8664
YKL196C	603	178.235	163.118	183.051	180.859	151.044	159.521	170.216	167.522	162.663	161.246	163.919
YKL197C	3132	12.2448	12.9635	13.9565	14.0746	14.2443	13.076	14.5539	14.1805	15.9653	14.4463	16.4215
YKL198C	1989	13.5479	13.9398	11.8683	16.9871	15.2417	13.5886	12.9982	15.8299	13.1852	10.8918	14.0823
YKL201C	3537	7.84221	7.109	8.56197	8.17058	8.4134	7.78837	9.0873	8.32965	9.88791	9.30462	8.81437
YKL202W	582	1.92272	1.88946	2.01616	1.74164	1.50132	1.91488	2.7082	2.76063	2.72996	4.60718	2.1774
YKL203C	7425	19.2154	19.6753	21.7445	23.3138	22.9839	21.8985	22.6278	23.5957	24.2965	20.9393	24.5501
YKL204W	1899	30.6727	29.8007	31.3452	32.2497	30.4292	29.1234	31.0966	31.2842	30.8245	30.8343	31.1355
YKL205W	3303	35.1541	35.3224	28.412	33.7758	30.3	28.5796	31.2313	30.3454	30.9966	29.9123	32.205
YKL206C	804	38.2795	43.4764	45.468	42.8817	41.7795	39.7069	43.7445	43.7534	42.1563	39.676	45.418
YKL207W	762	107.959	118.479	121.758	119.11	114.671	119.228	114.498	118.914	120.688	87.3439	119.432
YKL208W	816	12.8833	12.9278	12.6984	16.0371	14.0236	15.2947	14.0218	15.0813	14.1766	14.2851	17.0004
YKL209C	3873	59.5309	66.7212	72.8072	64.8027	68.0038	66.2991	63.3911	71.5197	70.7262	60.0897	72.9393
YKL210W	3075	202.691	172.682	197.202	230.329	175.593	190.087	212.239	191.858	208.781	180.078	190.377
YKL211C	1455	119.356	153.045	145.011	132.454	146.176	131.253	118.721	154.509	132.628	107.458	153.895
YKL212W	1872	120.608	113.462	120.22	137.449	111.831	118.557	131.179	122.292	123.138	111.084	124.709
YKL213C	2148	35.8155	36.3631	42.7668	43.6186	37.2331	37.7421	43.8405	41.093	42.8574	39.1948	43.8418
YKL214C	612	53.636	61.2723	63.3945	60.7698	60.9265	61.9033	60.9327	58.7248	58.6544	55.0678	59.1597
YKL215C	3861	16.9042	16.9665	20.0361	21.8313	19.7466	20.4219	21.5904	21.2011	23.7707	21.2812	22.0932
YKL216W	945	573.236	535.037	545.648	556.783	465.186	441.19	426.057	408.93	391.809	366.562	383.955
YKL217W	1851	2.19816	2.26815	1.74862	2.04286	2.34797	2.38822	2.07399	2.14377	2.55359	1.85901	2.38284
YKL218C	981	26.1608	40.5277	36.4978	30.3339	40.9786	31.7433	31.4486	45.0214	33.8257	30.8219	45.2152
YKL219W	1224	18.5065	22.6186	18.9246	24.3459	20.8766	20.0387	23.0265	23.4114	22.9907	22.6311	23.163
YKL220C	2136	10.2099	11.3117	10.134	13.5453	12.0862	12.503	12.0485	11.8759	11.3974	9.44552	11.1997
YKL221W	1422	0.173675	0.375476	0.276313	0.388481	0.324728	0.34791	0.424876	0.635838	0.46908	0.403917	0.581775
YKL222C	2118	6.57113	7.29678	7.06053	7.96828	8.62337	7.21924	7.72032	8.30596	8.02556	7.73784	8.30664
YKL223W	333	0	0	0	0	0	0	0	0	0	0	0
YKL224C	372	0	0	0	0	0	0	0	0	0	0	0.17338
YKL225W	348	0	0	0	0	0	0	0	0	0	0	0
YKR001C	2115	80.0565	75.1083	83.076	92.6872	76.5358	82.4644	91.4446	77.1419	86.3846	84.8057	82.3885
YKR002W	1707	21.5777	21.7282	24.9613	26.3389	23.0555	23.3894	24.8555	24.3878	25.9577	23.6449	25.3334
YKR003W	1347	65.2563	54.3092	61.8417	75.9857	56.2642	59.584	76.6655	61.5924	66.8234	72.0822	63.4333
YKR004C	1134	10.8191	9.20679	8.5803	11.4683	10.0606	10.2601	12.1746	8.97632	11.1641	12.1349	10.3134
YKR005C	1578	3.54754	4.17803	4.18079	5.76662	4.3529	4.74042	4.87504	4.55488	5.04023	4.88921	4.2844
YKR006C	795	37.0449	34.9454	39.2212	39.5294	38.2388	40.5949	40.9448	39.9	41.2739	39.9581	38.9018
YKR007W	555	35.1898	38.0907	41.4602	38.5155	38.2773	41.9268	38.6233	44.4964	40.9663	35.5383	40.9091
YKR008W	1878	19.9022	20.0364	21.7157	20.6495	19.9338	22.0771	20.8623	20.9121	22.851	22.6447	21.8755
YKR009C	2703	3.86616	3.94846	4.0472	4.04302	4.29761	4.01197	4.87413	4.48823	4.45511	4.18319	4.12784
YKR010C	2316	7.27925	8.30244	9.00508	7.50562	9.35218	8.76118	9.34598	8.67674	9.80302	8.74305	9.50217
YKR011C	1062	28.1722	21.6115	27.9066	34.5218	20.9955	28.2042	40.5756	27.5217	34.0749	32.5243	26.4145
YKR012C	378	6.09131	5.36518	6.10184	7.2255	5.90551	4.34988	5.8871	8.20194	5.00715	3.32303	6.94325
YKR013W	990	191.113	176.551	174.774	221.247	160.735	175.273	178.745	196.624	183.475	153.943	200.709
YKR014C	705	88.2023	88.2383	98.0369	94.7079	95.9573	90.8936	97.896	101.978	108.493	96.6786	108.499
YKR015C	1707	0.199609	0.161829	0.381088	0.269924	0.27758	0.332385	0.146496	0.297412	0.26253	0.185693	0.35104
YKR016W	1623	31.9412	30.9329	33.2608	34.3409	34.1678	33.2471	37.5331	35.4981	38.8619	38.5387	35.9464
YKR017C	1656	9.1425	9.94987	10.4155	10.6731	10.795	10.6955	11.5541	10.3923	11.817	11.0964	10.822
YKR018C	2178	66.0662	62.4053	68.6252	76.3024	64.1013	69.4047	80.006	71.7811	77.9453	69.4861	70.743
YKR019C	1848	10.8658	11.9916	12.2778	12.8631	11.3003	11.5487	11.8142	12.518	11.4903	10.8928	12.8301
YKR020W	495	20.3484	21.4206	26.1626	20.1237	25.9356	24.0546	22.1888	27.6393	26.3543	26.5971	30.9483
YKR021W	2748	17.3057	18.6755	16.9627	19.4864	19.9579	17.2388	18.6991	19.0456	17.9782	17.7225	19.2947
YKR022C	969	21.423	17.5867	20.1929	20.1377	19.2767	20.2986	20.1725	18.3328	20.1685	21.9349	21.7404
YKR023W	1593	7.18912	9.2108	12.144	8.47634	9.19317	9.83049	9.46469	9.7308	12.2641	10.7772	12.3924
YKR024C	2229	14.7278	16.5798	16.0655	14.5515	15.2218	14.3633	12.7172	15.996	14.3659	14.0384	16.0374
YKR025W	849	27.4538	31.7741	42.2508	26.9615	35.6305	30.8624	29.1512	38.0725	35.8049	28.7661	38.1019
YKR026C	918	49.2879	49.4229	48.5516	53.1605	48.8231	47.3141	44.9106	48.5092	48.311	45.1233	49.5687
YKR027W	2298	12.9962	13.7338	13.7506	15.2947	15.0461	13.8049	14.119	14.8563	15.0497	13.3344	16.4236
YKR028W	3102	32.7752	36.1349	38.6177	36.2425	36.7905	35.9214	35.977	37.6144	37.6162	33.5538	38.0693
YKR029C	2256	13.4712	14.6795	14.4074	15.5838	15.2543	15.7459	15.5851	15.5043	16.2944	16.48	16.3635
YKR030W	822	22.551	21.4397	21.8986	25.1955	19.4857	19.5859	22.5727	24.156	24.7581	22.286	21.6234
YKR031C	5052	19.6625	19.8267	22.6932	21.899	22.2651	20.9498	23.4952	22.0145	23.2556	22.355	23.3637
YKR032W	315	0	0	0	0	0	0	0.357826	0	0	0.340174	0
YKR033C	426	0	0	0	0	0	0	0.134081	0.19599	0	0	0
YKR034W	810	0.259384	0.0280388	0.123803	0.0738435	0.084872	0.0454655	0.253822	0.278263	0.0852872	0.281518	0.0380137
YKR035C	642	0.22216	0.440273	0.235635	0.527051	0.484613	0.649011	0.362326	0.485486	0.426111	0.344453	0.108528
YKR035W-A	615	20.8332	23.4657	27.4524	25.8065	26.9938	24.0427	25.8073	27.155	27.9102	26.9384	26.7445
YKR036C	1932	19.1253	24.1227	24.568	20.4177	25.1363	21.49	20.7147	25.2601	22.8428	20.1084	25.2538
YKR037C	888	16.1227	16.0251	15.6877	17.0826	19.3731	17.0839	18.1614	19.4895	19.2433	20.0901	19.5569
YKR038C	1161	49.6218	51.6046	49.9831	52.6004	50.6673	47.2926	47.4907	56.6378	51.8333	44.5543	54.2964
YKR039W	1809	12.462	10.3857	12.3027	14.778	11.6133	11.5759	12.1248	13.2868	14.0011	10.7457	12.1119
YKR040C	504	0.114129	0.185056	0.181577	0.162456	0.186718	0.400096	0.46534	0.476139	0.281448	0.176954	0.250891
YKR041W	753	3.23366	2.96493	3.07763	3.32889	2.88135	2.93523	3.29616	3.75122	2.56319	2.64115	3.34272
YKR042W	1098	811.248	820.67	766.168	919.744	726.424	719.339	745.515	846.272	755.169	580.225	782.972
YKR043C	816	87.0008	100.676	124.493	102.835	98.4174	97.2113	93.7156	108.414	107.801	71.5845	109.938
YKR044W	1332	16.5803	19.2591	17.1228	17.194	16.5525	16.0385	15.1861	17.5533	15.5069	13.6662	16.8361
YKR045C	552	18.0573	20.7134	21.8522	18.8674	23.0995	18.9402	19.5028	25.2448	21.0018	19.6577	21.8184
YKR046C	852	80.2623	83.292	80.9713	99.4435	80.5003	81.2136	88.9078	102.201	91.7249	72.3619	87.3187
YKR047W	306	14.6055	11.9773	10.4167	18.9978	8.65166	11.9177	12.321	11.7064	13.662	7.02791	11.0715
YKR048C	1254	124.52	111.032	118.128	147.63	108.231	111.567	124.188	126.265	122.21	97.2957	124.007
YKR049C	402	44.1299	44.619	41.4602	67.0129	41.0781	42.1768	61.7352	57.2501	63.1694	59.5746	57.0079
YKR050W	2670	17.5988	17.6269	16.2278	18.9506	18.3392	16.1823	17.988	19.2222	17.9052	14.2956	18.9033
YKR051W	1257	16.2549	15.9482	16.9729	19.6446	16.6977	16.498	18.7881	17.672	18.322	16.496	18.0041
YKR052C	915	19.4457	22.1067	23.603	26.0624	26.1658	25.9657	24.1243	25.08	22.9173	19.174	25.5524
YKR053C	1215	44.3473	38.559	41.3173	48.159	31.5943	31.183	39.7013	33.6128	29.2228	33.4688	32.6288
YKR054C	12279	15.807	16.9758	19.2445	17.9651	20.197	18.2169	17.9206	19.2786	20.2123	17.4285	20.5333
YKR055W	876	7.98358	10.7123	10.7448	10.0757	10.5174	11.1869	11.9608	12.4763	12.9345	10.0034	10.9179
YKR056W	1920	28.9462	28.9461	24.7721	26.6258	23.251	21.9649	23.988	23.4278	22.3769	26.5717	25.3586
YKR057W	264	2811.76	2689.82	2675.94	2771.59	2863.94	2818.34	2314.2	2199.55	2426.79	2825.61	2359.61
YKR058W	1851	7.48465	8.38527	10.4339	11.4943	13.4042	12.1799	12.3106	11.9965	13.3802	9.75981	10.8758
YKR059W	1188	87.7427	88.2139	85.8243	82.4333	82.8034	82.5486	79.5628	78.9487	76.8137	83.7352	79.3525
YKR060W	825	19.1493	18.5152	17.4839	16.1821	18.1443	16.7384	16.3984	17.8871	16.8209	19.859	18.66
YKR061W	1278	10.7192	10.7464	11.0018	13.5068	10.8275	10.1628	13.792	11.5634	12.4381	14.9095	13.0566
YKR062W	987	40.9334	39.772	39.6204	44.3732	41.5809	43.6162	45.3745	46.183	42.7568	43.8393	45.4255
YKR063C	1509	13.7661	12.9708	14.203	14.1046	13.2259	12.166	13.6555	15.0875	14.183	15.0411	16.3497
YKR064W	2592	19.7373	19.7377	17.519	20.1561	18.7567	17.9076	19.7516	19.3365	19.5734	19.3358	20.9889
YKR065C	594	85.3686	76.1411	78.2441	91.1376	81.2875	89.2345	93.0033	83.5078	93.8894	98.9443	85.0556
YKR066C	1086	101.808	105.842	108.868	120.171	111.382	114.214	115.486	131.445	129.276	94.7212	125.738
YKR067W	2232	21.7942	23.8683	25.381	29.0276	27.6243	27.5255	30.0155	29.617	32.8867	25.4288	29.2731
YKR068C	582	50.078	53.5662	55.2012	56.0435	51.2593	51.6251	59.224	55.7855	55.605	59.4869	59.11
YKR069W	1782	16.2885	16.5814	17.9863	15.5652	15.312	14.9243	14.1032	15.1614	14.6847	12.5244	16.6794
YKR070W	1059	51.8463	47.966	56.0486	58.994	52.8154	52.3663	56.3131	54.8833	56.5293	50.0813	56.1314
YKR071C	1047	80.3431	83.4583	76.9383	79.9712	75.6561	70.8611	73.8439	82.1609	80.4331	75.46	82.4968
YKR072C	1689	41.027	39.7831	37.2186	39.6857	37.4127	35.3721	36.3896	43.2904	38.8584	34.7512	40.9335
YKR073C	321	2.41962	1.52573	3.84957	2.29612	4.28845	2.47401	2.95967	3.60518	0.994483	9.69152	4.43255
YKR074W	468	74.0198	83.0301	76.1133	78.1234	81.0946	94.1049	89.186	87.755	85.4239	104.979	86.5687
YKR075C	924	7.32963	7.06091	6.58521	6.22927	6.56004	5.1768	7.52404	6.24423	5.91874	6.35069	7.07698
YKR075W-A	270	0	0	1.54459	0	0	0.850854	1.58337	0	0.798044	0.752629	1.4228
YKR076W	1113	15.023	13.5815	15.702	20.3295	14.2178	17.624	24.8585	18.3087	23.48	22.9272	21.4491
YKR077W	1092	6.07606	6.5494	6.31644	6.97808	8.02026	6.89846	6.36241	6.87219	7.32165	6.69088	7.99398
YKR078W	1758	10.2603	9.25647	10.54	10.0203	10.0653	10.0571	10.3328	9.82773	10.6378	11.1238	10.1612
YKR079C	2517	19.094	20.0298	18.6597	18.5121	18.5687	18.6123	19.0445	19.5323	19.3663	20.0747	22.0685
YKR080W	963	66.8063	92.5499	80.6722	71.8576	87.9577	75.5539	69.6681	94.3533	83.1611	66.1998	100.087
YKR081C	1035	52.8	55.7345	57.3476	49.6218	52.9137	51.7262	49.0348	49.8285	48.7592	50.8355	56.8957
YKR082W	3474	36.7915	35.5907	34.6226	38.0222	33.8534	34.1664	36.2866	34.6256	36.0663	36.0846	37.6986
YKR083C	402	21.3041	23.3376	25.4208	25.4514	21.317	22.8388	21.4057	26.5278	24.2358	29.7873	21.3257
YKR084C	1836	42.1415	41.3116	46.3606	50.8887	43.5029	44.1014	47.4946	46.0677	48.3737	45.1944	48.1743
YKR085C	588	40.6067	39.5332	41.3852	44.5423	43.3294	44.2407	44.4544	44.3093	47.8461	40.997	43.7208
YKR086W	3216	14.0169	15.417	14.9347	15.4633	15.8149	15.5427	15.0217	15.9303	14.6989	14.3643	16.8909
YKR087C	1038	24.1233	24.8606	22.5056	23.9421	24.1687	24.4393	24.2437	26.2704	23.9534	24.8207	26.2449
YKR088C	1014	33.592	33.6802	34.6208	35.4695	32.8936	31.5743	34.0009	32.6042	31.8662	32.766	33.926
YKR089C	2733	33.3676	32.5993	40.3747	42.2434	40.4061	39.9227	41.2163	40.807	44.3983	38.1023	42.3853
YKR090W	2121	15.6242	16.1583	16.5224	17.5043	15.3751	15.4508	17.1907	17.2617	16.5877	15.5834	17.7031
YKR091W	741	25.0214	27.4311	27.7155	35.4901	27.726	27.528	36.708	31.5878	30.8277	31.4579	33.2889
YKR092C	1221	79.2546	80.9791	70.0488	78.8888	68.7746	65.4185	64.678	71.486	64.8532	68.8687	77.4483
YKR093W	1806	28.7478	31.6211	27.9687	33.8168	34.9378	31.7475	31.2468	38.1993	34.3712	28.9809	35.5702
YKR094C	387	1593.28	1580.95	1579.31	1423.35	1533.63	1514.29	1319.04	1385.6	1348.71	1400.95	1380.45
YKR095W	5628	33.8317	34.6499	38.4087	36.2469	37.4205	36.2985	36.5846	35.9413	38.8755	38.3032	38.8137
YKR095W-A	267	278.694	271.802	269.965	285.451	273.402	273.092	285.967	285.004	297.564	296.575	308.965
