GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YKR025W	849	14.8567	31.0343	40.2677	18.3193	39.299	29.8075	26.3834	29.6357	31.5918	25.0484	30.921	35.7035
YKR026C	918	46.732	50.7844	48.501	50.2692	49.0037	49.2893	46.7655	47.119	48.8239	47.6713	49.1353	40.3432
YKR027W	2298	11.2229	12.5399	14.6603	8.48995	14.9694	12.3562	9.59126	13.9398	14.8896	11.9595	13.7659	16.2492
YKR028W	3102	24.271	36.0316	39.0567	24.233	38.921	33.89	27.4224	32.6091	37.5311	31.2764	34.4329	38.1764
YKR029C	2256	12.1529	14.7719	14.3477	13.4318	16.1218	13.2274	14.4085	15.5126	15.5301	14.2024	15.6126	15.3032
YKR030W	822	17.2252	25.7795	28.0649	20.95	27.6133	26.6928	25.0162	25.8287	32.0495	24.0948	28.8484	34.4259
YKR031C	5052	16.1816	19.2934	20.5634	14.0844	21.5486	18.8314	15.4326	19.7343	22.2574	17.1994	20.4532	25.7476
YKR032W	315	0	0	0	0	0.357666	0	0	0	0	0	0	0
YKR033C	426	0	0	0.146303	0	0	0	0	0.122066	0.0981583	0	0	0
YKR034W	810	0.506623	0.148343	0.415437	0.106194	0.295993	0.132832	0.222185	0.462152	0.340667	0.181625	0.0480676	0.197172
YKR035C	642	0.197235	0.635271	0.197676	0.454771	0.724328	0.426634	0	0.274881	0.265252	0.518532	0.411694	0.938195
YKR035W-A	615	15.7427	27.9675	30.1408	20.5094	29.7494	24.8396	24.0664	31.7001	33.0866	24.7769	34.039	37.9792
YKR036C	1932	13.1722	17.7764	20.3564	15.876	20.3249	17.4231	15.7505	17.6003	18.778	15.7408	18.9707	21.7546
YKR037C	888	17.7913	19.3725	16.3317	19.532	17.1509	15.7143	17.6208	20.1179	19.3589	15.6664	18.8213	17.6566
YKR038C	1161	44.9895	53.9519	49.0937	49.4499	55.4028	51.4768	46.1955	51.8109	47.2071	49.27	53.1336	51.951
YKR039W	1809	15.3702	13.7901	19.6375	13.3471	16.7725	18.0923	12.7842	15.6502	17.3183	13.063	16.1104	18.0337
YKR040C	504	0	0.163177	0.304654	0.116814	0.186053	0.292231	0.162936	0.169456	0.2044	0.199788	0.211498	0.433777
YKR041W	753	3.53731	2.8896	4.36731	2.6596	3.90656	3.88119	2.55557	3.81528	2.65437	2.88086	3.04972	3.36522
YKR042W	1098	640.071	766.555	842.293	690.375	1015.09	877.351	792.702	919.881	818.237	835.925	1137.97	1087.02
YKR043C	816	50.5819	106.374	136.785	70.4498	142.707	113.914	76.8686	110.238	103.11	82.1692	111.431	129.536
YKR044W	1332	18.0125	15.6951	15.0878	16.2552	17.304	15.5506	16.2665	15.5209	14.2457	15.0532	16.4335	13.9245
YKR045C	552	18.7601	24.4443	21.0241	23.0042	26.0704	20.7202	18.6489	23.2457	18.1768	17.7386	16.9093	19.9566
YKR046C	852	56.8174	59.2066	56.6439	65.1571	75.4533	61.3884	62.7019	81.4063	66.0674	67.5898	89.3499	84.137
YKR047W	306	16.0968	13.6816	12.9959	12.3717	16.4206	12.5734	10.7853	9.72127	12.3273	12.7838	13.9997	11.4853
YKR048C	1254	119.856	143.214	138.754	124.604	157.649	149.909	120.718	132.773	140.22	133.017	152.566	156.289
YKR049C	402	45.4272	49.4972	42.1438	54.9024	55.8159	58.3244	53.7688	58.3211	60.4117	53.1102	74.7292	62.4157
YKR050W	2670	15.3789	16.2247	17.114	12.6606	19.0088	16.2519	14.1584	16.9829	16.8071	14.8145	18.2669	19.3265
YKR051W	1257	16.5331	16.223	15.4654	15.3961	18.2855	16.8185	15.4983	16.6115	15.6676	17.1336	17.3085	19.8621
YKR052C	915	20.0961	20.8988	21.7741	19.7242	21.7984	22.0703	15.4092	21.5407	21.6784	18.0146	20.1637	18.2695
YKR053C	1215	25.3028	22.2912	22.8932	27.9682	39.1679	37.6644	34.9679	43.7257	50.0537	47.6496	55.6347	62.4824
YKR054C	12279	12.4185	14.7832	16.8117	10.2362	16.0472	14.1728	11.8084	14.1918	16.1176	12.3257	15.404	17.6816
YKR055W	876	8.40655	10.1205	12.1011	7.26872	11.5015	9.59712	8.28321	8.2701	10.9177	8.49097	11.2251	11.5259
YKR056W	1920	22.8844	24.0672	23.633	27.4344	24.4741	24.3936	25.1878	23.9459	22.9262	24.604	22.1731	22.639
YKR057W	264	3306.49	2685.81	2763.51	2928.06	2083.27	2752.83	2767.34	2265.27	2409.3	2681.23	1976.68	1897.03
YKR058W	1851	7.40296	8.97399	8.68036	7.84664	9.53609	8.40779	6.43199	9.11698	9.20758	7.85494	9.40947	9.39039
YKR059W	1188	92.7023	86.7877	80.3343	88.3156	86.2471	80.9469	85.2211	82.8101	85.7415	88.4906	82.104	77.1191
YKR060W	825	13.7263	18.8546	17.9831	16.9106	18.5738	16.7214	16.807	18.1922	18.8219	18.6182	18.5859	15.3629
YKR061W	1278	6.37784	10.352	10.318	9.03178	13.3709	10.3197	8.15629	12.514	13.7777	8.86229	13.7057	16.1244
YKR062W	987	34.1353	41.0182	39.8259	36.3262	41.6577	38.8245	38.6211	42.5672	43.7176	36.8632	42.4951	43.1162
YKR063C	1509	11.1759	16.0001	13.8726	13.3807	16.4923	14.8446	15.0366	14.7981	15.2643	14.0707	15.4947	14.3973
YKR064W	2592	16.1996	16.534	15.1085	16.2223	16.7156	15.1789	16.5272	16.7183	17.4185	15.5034	16.8264	17.6251
YKR065C	594	99.0074	88.7685	84.1419	94.2839	88.63	87.4246	89.6005	96.5678	90.7982	93.253	96.8429	87.8493
YKR066C	1086	89.7068	98.06	100.117	92.0672	102.029	95.5078	90.3943	101.73	93.5956	91.4529	115.467	106.384
YKR067W	2232	20.665	24.7815	25.1251	18.7768	26.3894	24.849	19.5486	25.9747	27.0818	22.6212	27.3195	29.2849
YKR068C	582	51.5204	57.667	55.1351	48.3935	54.4959	54.7702	52.9027	55.0197	64.6961	55.306	60.1673	63.8877
YKR069W	1782	7.19682	10.5858	11.0474	7.88893	11.5591	11.0709	8.21215	11.0635	11.1067	9.03931	12.1197	12.9879
YKR070W	1059	43.7009	54.0676	57.0343	44.0928	58.1329	53.2671	44.934	52.2269	60.3801	48.3356	59.092	64.8658
YKR071C	1047	69.5807	68.7768	65.5827	68.6083	71.522	61.9122	71.6427	64.492	67.4495	63.2035	66.4349	60.3891
YKR072C	1689	35.6884	39.6598	39.9404	39.5925	43.5228	37.0653	39.7886	38.7101	36.8112	37.2895	39.9995	39.6364
YKR073C	321	5.37039	4.90093	0.717654	3.30205	1.31482	4.13033	4.03008	3.59259	1.44448	1.41188	4.11024	1.02182
YKR074W	468	93.7947	83.3155	65.9806	83.5138	71.7068	73.5831	86.8916	80.4045	76.8741	75.1393	74.495	70.88
YKR075C	924	14.0481	10.6646	10.8953	11.0324	10.0159	9.96344	13.4187	10.1146	11.0679	9.43441	7.98991	8.13895
YKR075W-A	270	0.861917	0	0	0	0	0	1.38601	0	0	0	1.7991	0
YKR076W	1113	13.9656	18.2526	15.4654	19.8239	21.2233	22.4031	18.995	23.4311	28.3333	23.645	28.4641	34.2252
YKR077W	1092	6.40581	7.13248	6.38942	6.36032	8.35749	5.98891	5.42153	6.50988	5.54403	5.95274	6.52557	5.51098
YKR078W	1758	9.31461	10.3543	9.09521	8.80399	9.96659	9.18522	8.94851	9.67886	10.5349	9.47005	10.2932	10.7021
YKR079C	2517	16.61	19.1998	18.691	18.0721	18.4712	17.8165	18.7042	18.0809	19.9709	19.7112	18.1438	17.9316
YKR080W	963	44.2571	59.2975	53.931	43.1794	55.1514	48.218	44.4	50.6552	49.4697	45.5587	54.3096	49.7811
YKR081C	1035	41.6494	57.042	60.0936	50.3659	64.4954	54.704	59.9442	57.3401	52.2326	53.4413	52.4567	50.7564
YKR082W	3474	36.8859	36.1977	33.05	36.5393	36.2042	33.0887	36.3824	34.8303	36.5259	34.9749	33.6385	33.1668
YKR083C	402	25.3312	23.3888	18.9563	23.9468	22.9465	21.6738	19.8238	23.3002	24.4145	22.1431	21.1498	23.6168
YKR084C	1836	38.8299	46.723	45.9006	38.872	49.7604	46.0636	38.9829	44.4229	49.2976	43.8513	47.6619	49.8584
YKR085C	588	51.0658	49.7114	44.2288	51.4032	49.6827	47.8657	46.0834	44.8046	42.2307	44.3334	40.4092	40.4603
YKR086W	3216	13.5415	13.842	12.7514	13.0414	14.999	12.7337	13.2194	14.2071	14.2529	12.8867	14.6327	14.403
YKR087C	1038	23.2835	22.5718	23.1387	20.4624	24.2329	25.241	23.8549	22.8379	24.6407	23.7618	25.1887	25.048
YKR088C	1014	32.6265	31.9556	35.0014	33.6034	34.8539	34.3127	32.9673	32.818	35.3613	32.9316	33.7339	33.7864
YKR089C	2733	29.1143	36.6267	39.9067	28.3605	41.4558	38.2944	31.496	41.663	45.8202	33.3588	43.7274	50.1559
YKR090W	2121	13.8712	18.2823	18.8684	15.4029	20.1356	17.0872	16.6461	19.0319	19.982	16.288	18.6831	19.5779
YKR091W	741	24.6824	26.7253	24.2113	27.063	31.9665	28.6261	31.2459	37.3707	35.9134	37.2257	42.5317	48.2621
YKR092C	1221	73.34	75.6005	75.4489	77.0123	85.4178	70.5897	74.1207	66.6174	67.6372	70.9153	73.1576	59.9724
YKR093W	1806	16.1963	21.4198	19.6421	21.6949	25.9157	20.9868	32.7959	32.6235	26.8366	32.7369	39.4184	33.3663
YKR094C	387	1865.75	1455.15	1445.65	1570.75	1477.11	1346.33	1527.36	1345.34	1271.96	1453.06	1207.41	1093.31
YKR095W	5628	30.0648	35.7079	35.5192	27.8161	35.5848	31.0253	29.8464	31.8963	36.8701	31.8044	31.9591	36.1788
YKR095W-A	267	274.817	284.513	260.791	310.511	253.987	277.146	305.38	247.362	266.447	274.536	251.56	244.943
YKR096W	3588	18.2157	20.425	20.6529	17.7708	21.3204	20.0748	17.7817	21.1397	21.4587	18.6527	21.3127	22.4716
YKR097W	1650	1.8258	2.07903	2.47681	1.6584	2.31969	2.12759	1.6311	1.95854	2.19501	1.94547	2.23273	2.34227
YKR098C	2154	10.6471	10.8995	9.52904	10.4764	12.9505	10.8844	11.385	13.2129	13.5983	12.1548	12.3859	13.4129
YKR099W	2436	20.3441	20.7766	19.5727	19.3544	22.3225	18.7149	20.0619	20.2423	18.2479	18.7873	19.8391	17.2132
YKR100C	1068	15.774	26.5716	28.1721	18.2217	31.0787	26.7276	22.4231	25.9848	29.4234	23.7623	29.6658	30.6584
YKR101W	1965	6.51967	8.6688	6.33808	6.97819	7.36812	7.65381	7.04583	8.64981	8.71739	7.25889	7.98293	7.8856
YKR102W	3510	2.55922	2.44991	2.54906	2.74947	3.33894	2.55937	2.61192	2.84895	2.79178	2.61681	3.23327	3.27894
YKR103W	3657	3.8969	4.67016	4.9694	3.51367	5.03252	4.61916	4.04758	5.17318	6.08193	4.63416	5.81572	6.62121
YKR104W	921	4.76769	6.16104	6.85925	4.60997	7.13065	5.62772	5.6882	6.81606	6.92893	5.53429	7.6243	7.62661
YKR105C	1749	0	0.110961	0.0172637	0.0198583	0.0474435	0.136618	0.110796	0.057615	0.104244	0.0509458	0.143818	0.172065
YKR106W	1848	0.0484761	0.507442	0.421067	0.391205	0.548909	0.27962	0.415746	0.432383	0.315101	0.270819	0.67457	0.299765
YLL001W	2274	20.9254	25.3566	27.6859	19.6965	27.5407	26.0448	19.9228	26.2148	28.7336	23.8879	26.1403	30.3526
YLL002W	1311	6.32563	9.24672	9.38776	8.02187	10.2973	7.92902	8.48969	8.87011	8.91605	8.99467	8.48082	10.5197
YLL003W	2841	7.36656	9.90491	9.22131	7.78014	10.5522	8.4308	7.26139	9.89424	10.2421	8.58924	9.56084	11.1666
YLL004W	1851	11.7254	10.8961	9.77955	9.40853	11.8757	8.83806	10.2964	11.3153	11.4742	10.5104	10.6214	10.6102
YLL005C	2607	0.197235	0.158818	0.120802	0.189488	0.171022	0.25282	0.158582	0.366508	0.243148	0.259266	0.331642	0.406551
YLL006W	1281	18.1515	17.015	19.0453	17.0874	19.2624	18.6297	16.4262	18.4653	21.8691	17.2041	19.0225	19.3287
YLL006W-A	177	6.65193	0	0	3.83439	3.05358	2.3981	5.34834	0	2.23647	0	0	0
YLL007C	1998	11.1683	9.87321	9.53503	10.372	10.0502	9.71429	10.5	10.9078	10.4602	9.77263	11.3784	9.71845
YLL008W	2259	19.1662	36.8178	44.525	25.4453	47.0422	37.6858	29.2287	33.5693	37.1683	31.6954	37.4438	41.7505
YLL009C	210	365.115	439.136	317.295	394.287	286.416	369.893	367.882	399.995	352.731	373.628	238.764	319.871
YLL010C	1284	20.1709	25.1672	23.5687	17.9013	30.2997	24.7316	19.4295	25.6345	23.7193	19.32	26.9659	28.25
YLL011W	1470	29.6045	35.2545	32.5127	32.6174	35.6701	30.958	32.5311	32.0457	30.6215	31.8776	33.724	31.2544
YLL012W	1722	12.3839	16.7373	17.6505	16.7036	21.9342	19.6288	20.1396	21.0629	20.4053	18.694	22.1329	22.4781
YLL013C	2640	29.5659	32.961	30.3902	28.6912	36.927	29.0938	31.4178	32.6389	32.4083	30.7784	35.9546	36.1155
YLL014W	327	226.671	213.429	208.606	210.583	222.386	184.909	202.204	195.354	180.234	199.981	200.997	196.44
YLL015W	4680	13.5574	18.8659	20.5423	13.203	20.7559	18.6886	15.0029	20.0551	22.4557	17.6316	19.8821	24.6972
YLL018C	1674	187.066	240.069	262.572	187.63	293.617	248.2	201.853	247.229	251.454	227.111	263.888	287.724
YLL018C-A	297	82.6782	96.721	83.3844	82.7279	109.803	85.8579	72.7469	75.2232	80.4205	87.6624	90.0871	77.9137
YLL019C	2214	35.5286	33.8705	33.6577	33.0922	44.7031	35.733	33.2389	39.5169	39.4607	36.5047	43.7493	49.9495
YLL019W-A	93	0	0	0	0	0	0	9.5885	0	0	0	0	0
YLL020C	306	104.182	100.452	86.0419	90.2101	108.787	100.91	105.696	109.551	126.58	112.409	114.331	119.319
YLL021W	4401	23.5664	28.3665	32.1824	20.9058	31.3262	25.9793	22.7457	25.5136	28.8521	24.0986	27.8103	31.1433
YLL022C	1158	14.1554	21.9953	25.0694	19.76	25.2875	21.4785	18.4203	22.6752	21.3305	18.7474	22.5161	22.4715
YLL023C	840	43.1941	38.618	41.3629	43.2448	43.8311	44.0997	45.5558	46.9401	43.5086	41.5497	45.9014	52.156
YLL024C	1920	860.935	851.528	943.477	669.229	680.236	684.471	683.078	646.527	681.663	710.391	631.32	643.776
YLL025W	375	17.2252	12.384	13.5644	11.584	13.7436	13.8983	17.147	18.8621	19.5802	15.1624	16.9072	21.0692
YLL026W	2727	268.586	275.84	307.79	211.83	258.977	250.17	217.854	286.148	317.9	274.62	299.063	351.912
YLL027W	753	34.963	37.1107	33.8595	36.7025	41.2307	36.4832	38.8282	39.2245	39.195	38.5632	42.4286	40.09
YLL028W	1761	8.92019	9.57696	13.0848	8.84563	10.2763	11.2493	8.21629	8.90232	8.19291	6.97473	9.34534	10.1932
YLL029W	2250	37.4073	47.9318	51.4418	37.9898	53.0627	48.8227	37.5204	48.2213	52.6083	40.7363	54.2553	55.2421
YLL030C	342	0.277794	0	0	0.960777	0.76513	0.400593	0	0	0	0	0.579847	0
YLL031C	3054	27.1089	29.0678	28.4805	25.8158	28.297	26.4801	24.9143	26.1963	26.6464	24.9099	25.149	26.5656
YLL032C	2478	15.3821	14.0381	12.8374	15.141	15.1866	12.6371	14.0359	13.4538	13.5157	13.6221	13.61	13.8287
YLL033W	693	10.242	10.59	9.9733	9.32536	11.0595	9.81836	9.54495	10.2189	11.387	10.6137	11.4787	9.71603
YLL034C	2514	14.7384	21.1082	25.7584	14.6241	24.0464	21.492	17.9769	18.992	22.0378	17.4205	21.1799	23.5389
YLL035W	1899	19.5271	21.1204	18.2211	18.9376	20.7601	18.6184	18.6843	18.2404	19.0483	19.3285	19.4318	17.9663
YLL036C	1512	17.307	19.4379	22.1435	17.547	20.5664	19.1755	17.3366	18.937	18.5983	17.5265	18.2335	18.4209
YLL037W	381	0.587222	1.26092	1.56943	1.12831	1.61739	0.564536	0	0.654716	0.789728	1.92977	0.612862	2.79326
YLL038C	744	15.5027	25.5546	28.7729	19.6778	28.514	21.4524	18.2142	21.9548	22.5687	18.3199	20.6467	22.6441
YLL039C	1146	203.879	224.821	231.877	181.149	225	230.431	197.136	265.482	302.641	229.398	276.965	347.418
YLL040C	9435	36.6612	36.3127	39.348	29.5508	39.136	36.0568	32.7015	38.1497	42.8128	33.8557	38.7404	45.6774
YLL041C	801	44.8417	47.7161	45.5049	48.1349	55.5227	46.4055	53.8175	60.4331	53.5384	61.3288	68.7339	61.8526
YLL042C	504	5.26888	4.16102	3.5543	4.67255	5.11646	3.799	5.21394	6.3546	5.45068	7.59193	7.19092	4.91614
YLL043W	2010	17.8708	29.9967	35.6745	21.7021	36.1012	30.6792	20.3378	31.5435	30.5747	24.8943	35.5412	39.5511
YLL044W	447	0.913457	0.420305	0.130786	0.451326	0.239614	0	0.209841	0	0.263243	0.385953	0.136192	0.186218
YLL045C	771	1270.95	1139.02	1220.86	1147.96	1271.89	1123.92	1148.56	1051.93	970.316	1126.91	1064.59	952.079
YLL046C	750	0.412579	0.0415272	0.155063	0.29728	0.0946976	0.14874	0.165863	0.043125	0.173393	0.457597	0.107649	0.29438
YLL047W	384	0.382782	0.462336	0.383638	1.54454	1.0543	0.551991	0.307767	0.480125	0.257393	0.377376	0	0.273119
YLL048C	4986	54.7191	58.6821	58.8541	49.1176	61.5253	56.4318	54.942	56.4291	59.4355	53.7475	56.357	57.3576
YLL049W	540	41.1096	39.1794	34.7054	37.0552	40.2699	37.5795	45.5464	45.8841	42.9873	39.8288	41.9779	36.2376
YLL050C	432	1015.16	854.147	895.308	1000.89	844.131	964.265	1000.8	968.948	1006.55	917.164	915.369	963.886
YLL051C	2139	28.1755	26.4082	24.1418	26.2256	28.1523	26.0224	23.4123	24.4178	26.4012	22.5617	26.1527	27.7021
YLL052C	450	12.9832	18.1139	14.8159	12.0039	18.765	16.3126	13.4361	14.8337	16.8554	13.6869	21.7338	19.6279
YLL053C	459	17.2252	20.3098	19.4834	16.1704	21.4625	21.4685	19.5872	20.4739	18.4496	15.5263	27.2228	27.0388
YLL054C	2532	8.10331	8.08329	7.05522	7.60671	8.08389	7.30336	7.44344	8.09146	8.28748	7.24131	7.79568	7.38068
YLL055W	1596	8.15223	6.40989	7.17079	7.2976	7.39654	6.69397	6.94019	7.49059	7.81638	7.16721	7.80751	8.45818
YLL056C	897	5.58224	8.54037	7.47296	4.96458	7.32153	7.90612	5.57828	7.76869	7.48048	6.56478	7.3657	8.81947
YLL057C	1239	1.77472	1.30295	1.51712	1.77521	1.98879	2.03233	1.46889	1.94232	2.29899	1.54381	2.94174	2.68153
YLL058W	1728	13.3818	17.837	19.1722	14.9441	23.1764	21.3757	16.8554	25.0094	27.5471	20.5127	29.4638	30.8132
YLL059C	507	4.00586	3.54816	4.71742	4.15639	4.87307	4.33249	4.67019	5.35954	6.06071	2.56704	5.74856	6.57391
YLL060C	702	9.01185	10.15	12.6906	9.86341	12.9344	11.6795	10.0891	12.6867	14.1524	11.0776	15.6557	16.2786
YLL061W	1752	4.2977	4.72026	5.39276	3.36918	4.21404	4.07796	3.42783	3.20563	3.22512	3.23708	2.87063	2.8702
YLL062C	975	2.95391	4.49918	4.03058	2.54384	3.75758	3.69515	2.74702	3.00574	3.6854	2.70167	3.12003	3.55506
YLL063C	1425	3.82294	4.98898	5.13068	4.45799	6.37421	5.94059	4.23965	5.12583	5.58451	5.45848	6.3746	7.33659
YLL064C	363	0	0	0	0	0	0	0	0	0	0	0	0
YLL065W	351	0	0	0	0	0	0	0	0	0	0	0	0
YLL066C	3618	0	0	0	0	0	0	0	0	0	0	0	0
YLL066W-A	483	0	0	0	0	0	0	0	0	0	0	0	0
YLL066W-B	171	0	0	0	0	0	0	0	0	2.36401	0	0	0
YLL067C	3618	0	0	0	0	0	0.00552974	0	0	0.00515703	0	0	0
YLL067W-A	483	0	0	0	0	0	0	0	0	0	0	0	0
YLR001C	2589	16.8718	19.5959	19.8865	17.6943	21.6334	19.5293	15.9802	20.1468	22.3709	18.6475	21.953	25.1795
YLR002C	1992	22.0874	26.1765	25.5093	22.7123	25.6135	24.3159	25.1723	23.998	26.076	23.2369	22.2164	22.698
YLR003C	876	41.6619	35.5711	30.2322	42.3771	34.9584	35.6846	41.3498	33.2182	33.6951	35.7921	33.8042	29.8144
YLR004C	1572	3.84735	3.82135	3.42534	3.64745	3.35296	3.37954	4.99337	3.6581	3.62451	3.79302	3.75037	3.14923
YLR005W	1386	19.2477	26.4593	28.4237	20.6967	31.0866	25.5278	22.8389	25.9192	30.225	24.2183	27.5114	31.8122
YLR006C	2139	18.0318	20.0566	20.3328	18.235	23.4958	20.2167	19.2574	22.0858	23.1654	20.7827	25.2966	25.8488
YLR007W	1011	16.6148	22.4979	20.2543	20.0147	22.3831	20.3166	22.9008	21.8041	19.9505	19.79	20.8438	19.6452
YLR008C	507	78.0141	74.4307	58.3153	80.9342	66.2922	69.8253	76.9776	65.9893	65.725	72.9631	65.429	60.4514
YLR009W	600	113.878	123.408	111.698	130.098	129.017	111.619	136.01	119.108	113.005	135.057	116.468	103.47
YLR010C	483	6.40424	8.35761	7.63588	8.91079	8.21138	9.23524	9.23302	10.5258	8.68701	8.59983	7.72102	8.50871
YLR011W	576	13.2745	14.061	13.9377	13.664	12.8402	13.1604	12.4519	14.2055	12.911	14.8008	11.8749	15.5603
YLR012C	300	0	0.397609	0	0	0	0.712069	1.58808	0	1.32815	0.973632	1.0307	0
YLR013W	426	0	0.117543	0	0	0	0	0	0.610328	0	0	0	0
YLR014C	2715	6.15036	8.10775	7.61326	7.03014	7.41665	7.53196	6.46986	7.26321	7.65838	6.69361	7.69831	8.28328
YLR015W	1518	7.39095	12.3126	11.2643	8.30951	13.4965	10.7462	9.52769	11.4753	11.8839	9.87602	10.6461	12.4937
YLR016C	615	27.4615	24.1021	21.3674	26.532	24.7588	22.8545	25.5422	24.085	24.4945	26.1689	24.8293	21.9615
YLR017W	1014	74.6425	64.0199	64.3497	71.2564	74.2661	64.4125	69.8994	58.9142	55.7786	64.3982	63.1673	54.5596
YLR018C	900	43.2614	43.4958	38.9428	46.5344	46.4597	41.7809	45.4418	43.5763	41.0465	40.1854	46.0202	41.1755
YLR019W	1194	32.7825	37.0309	36.8567	34.9885	40.3897	35.4851	33.063	34.5919	34.1413	31.6188	34.4422	34.2569
YLR020C	1617	14.7887	24.3335	26.1985	15.8301	27.0164	22.116	17.9497	20.9739	24.9688	19.7005	23.7135	26.8178
YLR021W	540	43.8621	44.1126	39.1549	42.5828	40.6775	41.6768	43.9758	41.2066	41.2559	41.0543	40.5879	34.7171
YLR022C	753	41.2687	45.3254	41.5665	48.8775	45.4667	40.4752	43.9393	39.9961	38.4366	39.7256	35.8476	37.3832
YLR023C	1632	31.648	36.7662	45.8743	30.5413	48.8843	39.2396	35.5101	45.4765	45.6147	41.2761	51.2217	58.5725
YLR024C	5619	12.5243	11.375	13.3963	9.81822	12.8946	10.8968	9.75657	11.4224	12.7054	10.9386	11.4794	15.2771
YLR025W	723	11.5561	41.303	56.9812	15.8364	49.095	38.635	19.9854	35.2801	44.8279	26.279	40.2783	66.508
YLR026C	1023	44.9657	41.0189	40.5832	44.027	45.4207	42.675	45.2525	45.3048	43.5922	41.1384	47.173	42.397
YLR027C	1257	279.422	297.051	309.309	266.58	332.716	291.81	262.193	290.561	270.452	268.957	310.296	292.042
YLR028C	1776	46.3117	77.1166	91.6267	50.7577	87.7099	81.1679	55.9423	79.9422	88.3948	63.5238	83.5468	100.593
YLR029C	615	2475.06	2399.24	2311.15	2314.15	2212.6	2365.72	2352.04	2174.2	2297.6	2420.34	2200.16	2099.33
YLR030W	792	4.23492	3.60162	3.95826	3.34629	4.1939	3.91121	5.12662	5.29199	5.72735	4.17512	4.41983	5.97542
YLR031W	561	4.05786	4.20103	4.89692	4.77364	4.25775	5.79193	4.6609	6.16314	8.01878	5.63343	6.4822	8.50871
YLR032W	3510	6.60801	9.54445	10.1645	5.92827	9.6531	8.11229	6.86743	8.57997	9.61139	7.95198	10.1629	9.94988
YLR033W	1509	19.5629	25.7257	23.4294	19.7401	25.0208	21.7642	20.8732	24.3492	26.1714	23.2087	23.8199	24.7563
YLR034C	1422	56.0149	52.3055	55.5	50.2807	57.4337	56.1114	41.8674	55.7731	60.0759	43.7361	58.5986	59.4086
YLR035C	2088	6.28031	7.29707	7.01251	6.86781	7.80406	7.32424	6.30346	7.14313	8.50279	7.11967	7.97688	8.36065
YLR035C-A	3468	0.1204	0.109875	0.152848	0.0832828	0.162124	0.104174	0.14198	0.154374	0.124139	0.110786	0.100525	0.183267
YLR036C	612	13.6663	15.9334	15.409	14.8527	14.2461	13.1383	14.1929	12.9753	14.0237	12.4908	13.8915	13.4077
YLR037C	375	33.6301	29.3914	38.2268	34.7521	57.2334	40.9558	45.5056	69.4466	60.2575	65.9061	91.5986	105.053
YLR038C	252	480.855	514.638	495.25	589.183	533.541	593.237	670.272	602.128	584.124	614.616	635.509	563.779
YLR039C	3171	9.24041	13.5283	15.3406	9.1646	15.782	12.7705	9.82549	12.7549	15.3048	10.9058	13.7783	17.6658
YLR040C	675	13.4648	14.0654	14.7106	16.6418	16.3713	14.3003	14.2397	16.5339	12.1944	13.454	16.3315	13.4155
YLR041W	321	2.86421	2.59461	6.10006	1.23827	1.31482	4.38848	2.87863	2.09568	2.88896	2.82376	4.85756	3.57637
YLR042C	486	17.7703	19.9273	20.9787	21.3666	20.719	20.2018	24.0175	20.3293	23.8985	21.4961	29.1278	25.6697
YLR043C	312	1193.72	985.801	973.519	1179.46	971.814	978.455	1140.87	1042.12	1046.42	986.939	941.923	921.762
YLR044C	1692	6065.34	7644.87	9210.42	5952.4	9534.12	8316.08	6841.87	8530.51	8463.82	7852.68	10048.6	10978.9
YLR045C	2667	17.6526	20.6847	23.0469	18.0105	24.4477	19.7238	18.8842	20.3904	21.2613	18.6991	22.5608	23.1931
YLR046C	813	20.2946	21.3953	19.284	17.0063	20.0625	22.1641	18.7116	21.8355	24.5208	18.7434	22.1369	22.9464
YLR047C	2061	18.9506	16.9931	15.7346	15.7486	18.1186	16.2547	17.3578	17.7543	18.0932	15.8151	18.0219	17.9879
YLR048W	759	2055.02	1697.82	1746.63	1889.93	2011.42	1689.68	1871.72	1641.82	1526.05	1817.62	1684.42	1468.05
YLR049C	1287	24.7176	24.2326	21.6545	21.121	21.8706	20.0655	24.1766	21.8762	23.9186	22.6017	19.7958	21.7745
YLR050C	486	61.8144	63.2932	60.3138	81.3186	73.067	69.488	78.8898	81.4085	71.622	81.5778	84.5388	87.5882
YLR051C	654	32.8554	45.7199	42.0084	35.4508	45.8035	36.6614	39.2916	37.4498	39.424	39.31	36.2209	41.7872
YLR052W	753	42.0377	40.6195	33.4999	45.5087	45.8432	36.1875	39.9823	37.8099	33.0934	37.2491	39.4859	32.9938
YLR053C	327	5.62541	2.66453	0.994942	4.57789	0.91142	2.86311	6.3854	4.15058	3.56017	3.91481	2.76284	4.72211
YLR054C	2175	1.2342	1.87959	1.46553	1.29914	2.31552	2.13768	1.16491	1.76121	2.66113	1.52097	2.35217	3.38846
